Seed_Value,ML_Model,Hyperparameter_Tuning,Time_Taken,Training_Accuracy,Improvement_Training_Accuracy(%),Training_Precision,Improvement_Training_Precision(%),Training_Recall,Training_Improvement_Recall(%),Training_F1_Score,Training_Improvement_F1_Score(%),Training_ROC_AUC,Training_Improvement_ROC_AUC(%),Testing_Accuracy,Testing_Improvement_Accuracy(%),Testing_Precision,Testing_Improvement_Precision(%),Testing_Recall,Testing_Improvement_Recall_(%),Testing_F1_Score,Testing_Improvement_F1_Score_(%),Testing_ROC_AUC,Testing_Improvement_ROC_AUC_(%),Best_Parameter_Found
13,Random Forest Classifier,Half Grid Search,2097.731634,0.972721182,-0.172255587,0.972826991,-0.168769016,0.972720885,-0.172242647,0.972719588,-0.172314856,0.972720885,-0.172242647,0.961603614,0.117577898,0.963260132,0.170416748,0.961603614,0.117577898,0.962186629,0.132161643,0.990248635,0.149591262,"{'criterion': 'log_loss', 'max_depth': 15, 'min_samples_split': 3, 'n_estimators': 80}"
13,Random Forest Classifier,Genetic Algorithm,383.8489789,0.974651614,0.025859377,0.974774178,0.031050713,0.97465119,0.02585939,0.974649847,0.025782551,0.97465119,0.02585939,0.962732919,0.235155795,0.963999793,0.247334881,0.962732919,0.235155795,0.963200043,0.237624898,0.989489317,0.072797046,"{'n_estimators': 500, 'criterion': 'entropy', 'max_depth': 15, 'min_samples_split': 2}"
13,Gradient Boosting Classifier,Baseline,10.90124693,0.966342125,0,0.966403592,0,0.966341849,0,0.966340995,0,0.966341849,0,0.95878035,0,0.961910372,0,0.95878035,0,0.95974792,0,0.989714477,0,"{'learning_rate': 0.1, 'max_depth': 3, 'n_estimators': 100, 'subsample': 1.0}"
13,Gradient Boosting Classifier,Simulated Annealing,1260.954447,0.980191315,1.433155962,0.980246841,1.432450098,0.980190722,1.433123618,0.980190704,1.433211398,0.980190722,1.433123618,0.972332,1.413425913,0.972373,1.087692582,0.972332,1.413425913,0.972352,1.313269794,0.991312,0.161412478,"'learning_rate': 0.21544347, 'n_estimators': 500, 'subsample': 1, 'max_depth': 7"
13,Gradient Boosting Classifier,Grid Search,74063.12003,0.982709255,1.693720028,0.982768068,1.693337608,0.982708811,1.693703078,0.982708725,1.69378413,0.982708811,1.693703078,0.970638058,1.236749117,0.970929115,0.93758658,0.970638058,1.236749117,0.970764088,1.147818797,0.992701447,0.301801128,"{'learning_rate': 0.21544347, 'max_depth': 7, 'n_estimators': 500, 'subsample': 0.6}"
13,Gradient Boosting Classifier,Half Grid Search,3958.718542,0.979771605,1.389723149,0.979777663,1.383901177,0.979771414,1.389732353,0.979771535,1.389834483,0.979771414,1.389732353,0.968944,1.060060306,0.9689,0.726640232,0.968944,1.060060306,0.968922,0.955884284,0.993949,0.427852957,"{'learning_rate': 0.21544347, 'max_depth': 3, 'n_estimators': 500, 'subsample': 0.7}"
13,Gradient Boosting Classifier,Genetic Algorithm,1220.771497,0.978932482,1.302888142,0.978969667,1.300292663,0.978931826,1.302849198,0.978932036,1.302960481,0.978931826,1.302849198,0.966685,0.824448469,0.966839,0.512379106,0.966685,0.824448469,0.966757,0.730304217,0.993027,0.334694777,"{'learning_rate': 0.46415888, 'n_estimators': 150, 'subsample': 0.8, 'max_depth': 5}"
1001,Logistic Regression,Baseline,0.686437988,0.861060134,0,0.861139457,0,0.861060719,0,0.861052559,0,0.861060719,0,0.832862789,0,0.889968387,0,0.832862789,0,0.84903673,0,0.92541028,0,"{'l1_ratio': None, 'penalty': 'l2', 'solver': 'lbfgs', 'C': 1.0}"
1001,Logistic Regression,Simulated Annealing,14.69891062,0.861227849,0.019477722,0.861308944,0.019681713,0.861228476,0.01948261,0.861220121,0.019460066,0.861228476,0.01948261,0.831733484,-0.135593223,0.888985421,-0.110449552,0.831733484,-0.135593223,0.848016708,-0.120138748,0.925407925,-0.000254438,"{'penalty': 'l2', 'solver': 'sag', 'C': 2}"
1001,Logistic Regression,Grid Search,31.28405533,0.861227849,0.019477722,0.861308944,0.019681713,0.861228476,0.01948261,0.861220121,0.019460066,0.861228476,0.01948261,0.831733484,-0.135593223,0.888985421,-0.110449552,0.831733484,-0.135593223,0.848016708,-0.120138748,0.925407925,-0.000254438,"{'solver': 'sag', 'penalty': 'l2', 'C': 2}"
1001,Logistic Regression,Half Grid Search,16.22273703,0.861143971,0.009736405,0.86122922,0.010423724,0.861144682,0.009751101,0.861135804,0.009667761,0.861144682,0.009751101,0.832862789,0,0.889968387,0,0.832862789,0,0.84903673,0,0.925382025,-0.003053197,"{'solver': 'saga', 'penalty': 'elasticnet', 'l1_ratio': 0.8, 'C': 0.5}"
1001,Logistic Regression,Genetic Algorithm,14.471838,0.861227849,0.019477722,0.861308944,0.019681713,0.861228476,0.01948261,0.861220121,0.019460066,0.861228476,0.01948261,0.831733484,-0.135593223,0.888985421,-0.110449552,0.831733484,-0.135593223,0.848016708,-0.120138748,0.925407925,-0.000254438,"{'solver': 'sag', 'penalty': 'l2', 'C': 2}"
1001,Support Vector Classifier,Baseline,36.30191731,0.940801897,0,0.941306638,0,0.940802296,0,0.940784895,0,0.940802296,0,0.91134952,0,0.924127997,0,0.91134952,0,0.915428688,0,0.962308399,0,"{'kernel': 'rbf', 'C': 1.0, 'degree': 3, 'gamma': 'scale'}"
1001,Support Vector Classifier,Simulated Annealing,1498.93501,0.962015721,2.25486619,0.962477915,2.249137109,0.962015466,2.254795805,0.962006194,2.255701587,0.962015466,2.254795805,0.924901186,1.486988856,0.92910776,0.53886082,0.924901186,1.486988856,0.926527432,1.212409481,0.964472228,0.224858206,"{'kernel': 'rbf', 'C': 10, 'degree': 2, 'gamma': 'auto'}"
1001,Support Vector Classifier,Grid Search,2615.991725,0.962015721,2.25486619,0.962477915,2.249137109,0.962015466,2.254795805,0.962006194,2.255701587,0.962015466,2.254795805,0.924901186,1.486988856,0.92910776,0.53886082,0.924901186,1.486988856,0.926527432,1.212409481,0.964472228,0.224858206,"{'kernel': 'rbf', 'C': 10, 'gamma': 'auto'}"
1001,Support Vector Classifier,Half Grid Search,33.94753208,0.95824241,1.853792297,0.958681791,1.84585472,0.95824224,1.853731042,0.958232395,1.85456851,0.95824224,1.853731042,0.923207228,1.301115252,0.928869767,0.513107591,0.923207228,1.301115252,0.925282923,1.07646124,0.964597019,0.237826086,"{'kernel': 'rbf', 'C': 5, 'gamma': 'auto'}"
1001,Support Vector Classifier,Genetic Algorithm,1561.013207,0.962015721,2.25486619,0.962477915,2.249137109,0.962015466,2.254795805,0.962006194,2.255701587,0.962015466,2.254795805,0.924901186,1.486988856,0.92910776,0.53886082,0.924901186,1.486988856,0.926527432,1.212409481,0.964472228,0.224858206,"{'kernel': 'rbf', 'gamma': 'auto', 'C': 10}"
1001,Random Forest Classifier,Baseline,7.072954559,0.975431879,0,0.975519533,0,0.975431519,0,0.975430686,0,0.975431519,0,0.963297572,0,0.963579912,0,0.963297572,0,0.963425648,0,0.988505098,0,"{'criterion': 'gini', 'max_depth': None, 'min_samples_split': 2, 'n_estimators': 100}"
1001,Random Forest Classifier,Simulated Annealing,325.7836104,0.976605651,0.12033359,0.976669433,0.117875569,0.97660527,0.120331471,0.976604812,0.120370009,0.97660527,0.120331471,0.963297572,0,0.963150721,-0.044541267,0.963297572,0,0.963219335,-0.021414564,0.988372066,-0.013457897,"{'n_estimators': 100, 'criterion': 'log_loss', 'max_depth': 20, 'min_samples_split': 3}"
1001,Random Forest Classifier,Grid Search,7108.953389,0.977695755,0.232089682,0.977779734,0.231692016,0.977695396,0.232089779,0.977694729,0.232107015,0.977695396,0.232089779,0.962733,-0.058608266,0.963082,-0.051673088,0.962733,-0.058608266,0.962889,-0.055702088,0.987389,-0.112907622,"{'criterion': 'gini', 'max_depth': 15, 'min_samples_split': 2, 'n_estimators': 500}"
1001,Random Forest Classifier,Half Grid Search,2204.901574,0.976102612,0.06876267,0.976226318,0.072452111,0.976102083,0.0687454,0.976100969,0.068716682,0.976102083,0.0687454,0.961603614,-0.17584994,0.961835191,-0.181066487,0.961603614,-0.17584994,0.961711044,-0.177969592,0.988101293,-0.040850068,"{'criterion': 'log_loss', 'max_depth': 15, 'min_samples_split': 2, 'n_estimators': 200}"
1001,Random Forest Classifier,Genetic Algorithm,399.4926117,0.976354163,0.09455137,0.976443578,0.094723321,0.97635393,0.094564394,0.976353012,0.094555801,0.97635393,0.094564394,0.965556183,0.234466583,0.965822934,0.232780102,0.965556183,0.234466583,0.965676378,0.233617343,0.987565633,-0.095038923,"{'n_estimators': 80, 'criterion': 'gini', 'max_depth': 20, 'min_samples_split': 3}"
1001,Gradient Boosting Classifier,Baseline,12.05073667,0.967466096,0,0.967499719,0,0.967465504,0,0.967465431,0,0.967465504,0,0.957086392,0,0.958277997,0,0.957086392,0,0.957554032,0,0.98523934,0,"{'learning_rate': 0.1, 'max_depth': 3, 'n_estimators': 100, 'subsample': 1.0}"
1001,Gradient Boosting Classifier,Simulated Annealing,1500.635783,0.982642986,1.568725711,0.982692998,1.570365148,0.982642458,1.568733286,0.98264251,1.568746419,0.982642458,1.568733286,0.972896669,1.651917396,0.972656405,1.500442266,0.972896669,1.651917396,0.972740851,1.586001248,0.991507146,0.636170933,"{'learning_rate': 0.46415888, 'n_estimators': 250, 'subsample': 0.8, 'max_depth': 7}"
1001,Gradient Boosting Classifier,Grid Search,77150.30916,0.984320008,1.742067424,0.984359359,1.742598904,0.984319438,1.742070743,0.984319641,1.742099445,0.984319438,1.742070743,0.969508752,1.297935098,0.969286527,1.148782434,0.969508752,1.297935098,0.969377875,1.234796398,0.992020438,0.688269076,"{'learning_rate': 0.1, 'max_depth': 7, 'n_estimators': 500, 'subsample': 0.6}"
1001,Gradient Boosting Classifier,Half Grid Search,4232.084069,0.978198984,1.10938129,0.978257882,1.111955163,0.978198456,1.109388563,0.978198228,1.109372702,0.978198456,1.109388563,0.965556,0.884936634,0.965823,0.787350093,0.965556,0.884936634,0.965676,0.848199426,0.990575,0.5415598,"{'learning_rate': 0.1, 'max_depth': 7, 'n_estimators': 100, 'subsample': 0.7}"
1001,Gradient Boosting Classifier,Genetic Algorithm,942.0589849,0.982391435,1.542724676,0.982477113,1.548051447,0.982390822,1.542723501,0.982390513,1.542699204,0.982390822,1.542723501,0.968379447,1.179940995,0.968573445,1.07436957,0.968379447,1.179940995,0.968467918,1.139767118,0.991575428,0.643101411,"{'learning_rate': 0.1, 'n_estimators': 250, 'subsample': 0.6, 'max_depth': 10}"
